אא	 771	 0.0004071573079455877
אב	 3799	 0.002006213505687792
אג	 8776	 0.004634516906005808
אד	 2574	 0.0013593033860595887
אה	 5530	 0.002920337111464462
או	 4011	 0.0021181685631254895
אז	 2559	 0.0013513820376559779
אח	 7545	 0.00398443824701616
אט	 2531	 0.0013365955206359047
אי	 2382	 0.0012579101264933723
אך	 12804	 0.006761662997322056
אכ	 22621	 0.011945921482538443
אל	 7196	 0.003800134874158819
אם	 10509	 0.005549696691569626
אמ	 3000	 0.0015842696807221311
אן	 6808	 0.0035952359954520897
אנ	 6450	 0.003406179813552582
אס	 11819	 0.006241494452151623
אע	 11105	 0.005864438268139756
אף	 1622	 0.0008565618073770989
אפ	 522	 0.0002756629244456508
אץ	 2592	 0.0013688090041439214
אצ	 475	 0.00025084269944767077
אק	 3068	 0.0016201797934851663
אר	 1463	 0.000772595514298826
אש	 788	 0.0004161348361363465
א‎	 859	 0.0004536292185801036
א‏	 2428	 0.0012822022615977782
אÿ	 4381	 0.0023135618237478854
בא	 2151	 0.0011359213610777682
בב	 143	 7.551685478108825e-05
בג	 102	 5.386516914455246e-05
בד	 26	 1.3730337232925137e-05
בה	 45	 2.376404521083197e-05
בו	 7008	 0.0037008539741668987
בז	 41	 2.1651685636535794e-05
בח	 17	 8.977528190758743e-06
בט	 5039	 0.0026610449737196062
בך	 381	 0.00020120224945171066
בכ	 1977	 0.0010440337195958844
בל	 55	 2.9044944146572405e-05
בם	 739	 0.00039025843135121835
במ	 5452	 0.0028791460997656866
בן	 30	 1.5842696807221314e-05
בנ	 2770	 0.0014628090052001012
בס	 339	 0.00017902247392160084
בע	 39	 2.0595505849387706e-05
בף	 2032	 0.001073078663742457
בץ	 117	 6.178651754816312e-05
בצ	 7	 3.6966292550183063e-06
בק	 15	 7.921348403610657e-06
בר	 27	 1.4258427126499181e-05
בש	 168	 8.871910212043934e-05
בû	 4674	 0.0024682921625650803
בü	 298	 0.00015737078828506504
ב‎	 235	 0.0001241011249899003
ב‏	 27	 1.4258427126499181e-05
בÿ	 979	 0.0005170000058089888
גא	 11959	 0.006315427037251989
גב	 571	 0.000301539329230779
גג	 838	 0.0004425393308150487
גד	 917	 0.00048425843240739813
גה	 1351	 0.000713449446218533
גו	 10565	 0.005579269725609772
גז	 147	 7.762921435538443e-05
גח	 1284	 0.0006780674233490721
גט	 6985	 0.0036887079066146955
גך	 1766	 0.0009326067520517612
גכ	 1402	 0.0007403820307908093
גל	 714	 0.00037705618401186723
גם	 3998	 0.0021113033945090267
גמ	 12124	 0.006402561869691706
גן	 1898	 0.001002314618003535
גנ	 1821	 0.0009616516961983337
גס	 6303	 0.003328550599197198
גע	 1792	 0.0009463370892846864
גף	 1771	 0.0009352472015196314
גפ	 75	 3.9606742018053284e-05
גץ	 141	 7.446067499394017e-05
גצ	 88	 4.647191063451585e-05
גק	 388	 0.00020489887870672898
גר	 1333	 0.0007039438281342003
גש	 49	 2.5876404785128143e-05
גû	 5168	 0.002729168569990658
גü	 999	 0.0005275618036804697
ג‎	 502	 0.00026510112657416994
ג‏	 17	 8.977528190758743e-06
גÿ	 600	 0.00031685393614442627
דא	 3116	 0.0016455281083767204
דב	 156	 8.238202339755082e-05
דג	 170	 8.977528190758744e-05
דד	 208	 0.0001098426978634011
דה	 3093	 0.0016333820408245172
דו	 1455	 0.0007683707951502336
דז	 10	 5.280898935740438e-06
דח	 69	 3.6438202656609016e-05
דט	 1596	 0.0008428314701441739
די	 2	 1.0561797871480874e-06
דך	 327	 0.0001726853951987123
דכ	 3759	 0.0019850899099448306
דל	 52	 2.7460674465850274e-05
דם	 1035	 0.0005465730398491352
דמ	 16237	 0.008574595601961749
דן	 224	 0.0001182921361605858
דנ	 2287	 0.001207741586603838
דס	 244	 0.00012885393403206668
דע	 131	 6.917977605819973e-05
דף	 1372	 0.000724539333983588
דפ	 17	 8.977528190758743e-06
דץ	 13	 6.8651686164625685e-06
דצ	 4	 2.112359574296175e-06
דק	 103	 5.4393259038126506e-05
דר	 17	 8.977528190758743e-06
דש	 1	 5.280898935740437e-07
דû	 2	 1.0561797871480874e-06
ד‎	 43	 2.2707865423683882e-05
דÿ	 15	 7.921348403610657e-06
הא	 9421	 0.0049751348873610666
הב	 150	 7.921348403610657e-05
הג	 2543	 0.0013429325993587933
הד	 170	 8.977528190758744e-05
הה	 1847	 0.0009753820334312589
הו	 11128	 0.005876584335691958
הז	 1308	 0.0006907415807948492
הח	 130	 6.865168616462569e-05
הט	 6413	 0.0033866404874903426
הי	 3	 1.5842696807221313e-06
הך	 746	 0.00039395506060623664
הכ	 1308	 0.0006907415807948492
הל	 254	 0.00013413483296780712
הם	 3994	 0.0021091910349347307
המ	 7453	 0.003935853976807348
הן	 525	 0.00027724719412637296
הנ	 2616	 0.0013814831615896984
הס	 933	 0.0004927078707045829
הע	 449	 0.00023711236221474565
הף	 3938	 0.0020796180008945844
הפ	 10	 5.280898935740438e-06
הץ	 128	 6.75955063774776e-05
הצ	 690	 0.0003643820265660902
הק	 80	 4.22471914859235e-05
הר	 125	 6.601123669675547e-05
הש	 2	 1.0561797871480874e-06
הû	 1511	 0.0007979438291903801
הü	 678	 0.0003580449478432017
ה‎	 107	 5.650561861242268e-05
ה‏	 124	 6.548314680318142e-05
הÿ	 689	 0.00036385393667251616
וא	 537	 0.0002835842728492615
וב	 4408	 0.002327820250874385
וג	 7314	 0.003862449481600556
וד	 7688	 0.004059955101797248
וה	 6755	 0.0035672472310926654
וו	 4012	 0.0021186966530190635
וז	 1988	 0.001049842708425199
וח	 4352	 0.0022982472168342383
וט	 2017	 0.0010651573153388461
וי	 4057	 0.0021424606982298955
וך	 4539	 0.0023970000269325845
וכ	 12299	 0.006494977601067164
ול	 9143	 0.004828325896947482
ום	 17940	 0.009473932690718345
ומ	 3236	 0.0017088988956056057
ון	 5708	 0.003014337112520642
ונ	 16971	 0.008962213583845096
וס	 11118	 0.0058713034367562185
וע	 13389	 0.007070595585062872
וף	 1390	 0.0007340449520679208
ופ	 270	 0.00014258427126499182
וץ	 1487	 0.0007852696717446031
וצ	 688	 0.0003633258467789421
וק	 3021	 0.0015953595684871861
ור	 2129	 0.0011243033834191392
וש	 1228	 0.0006484943893089257
ו‎	 580	 0.0003062921382729454
ו‏	 198	 0.00010456179892766066
וÿ	 795	 0.0004198314653913648
זא	 3265	 0.0017242135025192528
זב	 52	 2.7460674465850274e-05
זג	 57	 3.0101123933720493e-05
זד	 62	 3.274157340159071e-05
זה	 1568	 0.0008280449531241006
זו	 6121	 0.0032324382385667217
זז	 33	 1.7426966487943444e-05
זח	 26	 1.3730337232925137e-05
זט	 3064	 0.00161806743391087
זך	 303	 0.00016001123775293526
זכ	 20	 1.0561797871480876e-05
זל	 40	 2.112359574296175e-05
זם	 1849	 0.0009764382132184068
זמ	 599	 0.0003163258462508522
זן	 64	 3.37977531887388e-05
זנ	 33	 1.7426966487943444e-05
זס	 59	 3.115730372086858e-05
זע	 42	 2.2179775530109836e-05
זף	 520	 0.00027460674465850277
זפ	 5	 2.640449467870219e-06
זץ	 10	 5.280898935740438e-06
זק	 179	 9.452809094975383e-05
זר	 1	 5.280898935740437e-07
זü	 84	 4.435955106021967e-05
ז‎	 17	 8.977528190758743e-06
זÿ	 11	 5.808988829314481e-06
חא	 11136	 0.005880809054840551
חב	 392	 0.00020701123828102515
חג	 2022	 0.0010677977648067165
חד	 828	 0.00043725843187930824
חה	 1889	 0.0009975618089613687
חו	 967	 0.0005106629270861003
חז	 278	 0.00014680899041358416
